anime_id,
tt1355642,
tt0988818,
tt0988818,
tt1355642,
tt2250192,
tt4508902,
tt9162006,
tt3741634,
tt0409591,
tt0185402,
tt3431758,
tt2098220,
tt0994314,
tt1639109,
tt1279024,
tt9335498,
tt3225270,
tt2095711,
tt11285348,
tt3895150,
tt9127496,
tt3742982,
tt5249462,
tt8207132,
tt0388629,
tt1528406,
tt5897304,
tt3114390,
tt0484470,
tt0213338,
tt3398540,
tt4279012,
tt2176165,
tt1214085,
tt2379308,
tt0948103,
tt8788458,
tt0112159,
tt10233448,
tt0481256,
tt12343534,
tt0318871,
tt0214341,
tt5672048,
tt0290223,
tt1118804,
tt0315008,
tt0328738,
tt0185133,
tt2359704,
tt1155650,
tt0119698,
tt2150751,
tt1334722,
tt3660104,
tt8086718,
tt2323836,
tt7078180,
tt0495212,
tt1945730,
tt2575684,
tt8690728,
tt9458304,
tt3257166,
tt4917066,
tt0962826,
tt3105452,
tt6660498,
tt2329220,
tt2230051,
tt3303944,
tt2250034,
tt4379632,
tt3443522,
tt3532752,
tt2339875,
tt0094625,
tt0899258,
tt0251439,
tt4644488,
tt5225712,
tt0985344,
tt2760784,
tt10470444,
tt12227418,
tt1410218,
tt11043632,
tt2789238,
tt3950084,
tt5095466,
tt4958610,
tt5839706,
tt0791205,
tt1209393,
tt0139774,
tt6197170,
tt0287635,
tt6352180,
tt2341379,
tt1882240,
tt8515016,
